Unnamed: 0,timeStamp,air_temp,relhum,windsp,winddir,precipitation,ghi,month,time_int,hour,date
67507,2015-12-19 04:45:00,8.0,87.5,3.34,135.0,0.0,0.0,12,45,4.75,2015-12-19
67508,2015-12-19 05:00:00,8.0,87.7,2.78,132.0,0.0,0.0,12,0,5.0,2015-12-19
67509,2015-12-19 05:15:00,8.1,87.7,1.62,143.2,0.0,0.0,12,15,5.25,2015-12-19
67510,2015-12-19 05:30:00,8.2,87.2,1.96,140.4,0.0,0.0,12,30,5.5,2015-12-19
67511,2015-12-19 05:45:00,8.2,87.1,1.3,155.2,0.0,0.0,12,45,5.75,2015-12-19
67512,2015-12-19 06:00:00,8.2,86.7,2.28,127.0,0.0,0.0,12,0,6.0,2015-12-19
67513,2015-12-19 06:15:00,8.1,86.8,0.9,140.1,0.0,0.0,12,15,6.25,2015-12-19
67514,2015-12-19 06:30:00,8.1,87.4,0.96,143.4,0.0,0.0,12,30,6.5,2015-12-19
67515,2015-12-19 06:45:00,7.9,88.2,0.94,151.2,0.0,0.0,12,45,6.75,2015-12-19
67516,2015-12-19 07:00:00,7.72,88.5,0.8,151.2,0.0,0.0,12,0,7.0,2015-12-19
67517,2015-12-19 07:15:00,7.5,89.3,0.68,154.6,0.0,0.0,12,15,7.25,2015-12-19
67518,2015-12-19 07:30:00,7.5,89.8,0.62,164.9,0.0,4.17,12,30,7.5,2015-12-19
67519,2015-12-19 07:45:00,7.5,90.1,0.48,230.0,0.0,17.4,12,45,7.75,2015-12-19
67520,2015-12-19 08:00:00,7.6,90.2,1.14,141.2,0.0,19.16,12,0,8.0,2015-12-19
67521,2015-12-19 08:15:00,7.6,90.1,0.94,205.2,0.0,85.8,12,15,8.25,2015-12-19
67522,2015-12-19 08:30:00,7.9,90.0,0.8,209.1,0.0,60.23,12,30,8.5,2015-12-19
67523,2015-12-19 08:45:00,8.1,89.0,1.32,168.1,0.0,75.42,12,45,8.75,2015-12-19
67524,2015-12-19 09:00:00,8.2,88.2,0.8,190.5,0.0,42.07,12,0,9.0,2015-12-19
67525,2015-12-19 09:15:00,8.4,87.6,1.48,164.0,0.0,74.88,12,15,9.25,2015-12-19
67526,2015-12-19 09:30:00,8.62,87.1,1.02,180.4,0.0,75.88,12,30,9.5,2015-12-19
67527,2015-12-19 09:45:00,8.6,86.4,2.22,131.8,0.0,108.8,12,45,9.75,2015-12-19
67528,2015-12-19 10:00:00,9.0,86.9,2.74,261.2,0.0,100.8,12,0,10.0,2015-12-19
67529,2015-12-19 10:15:00,9.0,86.8,1.24,206.3,0.0,147.3,12,15,10.25,2015-12-19
67530,2015-12-19 10:30:00,9.2,85.6,1.28,171.3,0.0,189.7,12,30,10.5,2015-12-19
67531,2015-12-19 10:45:00,9.6,84.1,1.38,137.8,0.0,217.6,12,45,10.75,2015-12-19
67532,2015-12-19 11:00:00,9.8,82.8,1.92,123.6,0.0,235.5,12,0,11.0,2015-12-19
67533,2015-12-19 11:15:00,9.7,80.3,1.96,176.1,0.0,166.5,12,15,11.25,2015-12-19
67534,2015-12-19 11:30:00,9.8,80.3,2.24,148.1,0.0,115.3,12,30,11.5,2015-12-19
67535,2015-12-19 11:45:00,9.94,81.0,0.9,209.6,0.0,154.4,12,45,11.75,2015-12-19
67536,2015-12-19 12:00:00,10.2,80.5,0.72,183.3,0.0,106.1,12,0,12.0,2015-12-19
67537,2015-12-19 12:15:00,10.18,80.4,0.88,194.2,0.0,102.4,12,15,12.25,2015-12-19
67538,2015-12-19 12:30:00,10.3,80.3,0.4,268.1,0.0,206.9,12,30,12.5,2015-12-19
67539,2015-12-19 12:45:00,10.8,76.6,0.64,179.9,0.0,164.2,12,45,12.75,2015-12-19
67540,2015-12-19 13:00:00,11.74,72.66,1.0,194.4,0.0,657.5,12,0,13.0,2015-12-19
67541,2015-12-19 13:15:00,12.44,69.64,0.64,178.3,0.0,205.4,12,15,13.25,2015-12-19
67542,2015-12-19 13:30:00,12.92,65.28,0.56,297.2,0.0,563.2,12,30,13.5,2015-12-19
67543,2015-12-19 13:45:00,12.86,64.46,1.52,148.8,0.0,504.2,12,45,13.75,2015-12-19
67544,2015-12-19 14:00:00,13.1,63.92,0.66,234.4,0.0,140.9,12,0,14.0,2015-12-19
67545,2015-12-19 14:15:00,12.0,67.48,0.78,314.0,0.0,89.8,12,15,14.25,2015-12-19
67546,2015-12-19 14:30:00,12.06,66.96,1.16,288.6,0.0,396.7,12,30,14.5,2015-12-19
67547,2015-12-19 14:45:00,13.1,63.1,1.78,293.8,0.0,303.7,12,45,14.75,2015-12-19
67548,2015-12-19 15:00:00,12.2,64.94,1.76,309.2,0.0,48.63,12,0,15.0,2015-12-19
67549,2015-12-19 15:15:00,11.6,68.44,0.9,300.8,0.0,40.37,12,15,15.25,2015-12-19
67550,2015-12-19 15:30:00,11.7,68.86,0.52,97.2,0.0,200.4,12,30,15.5,2015-12-19
67551,2015-12-19 15:45:00,11.62,68.82,0.92,76.2,0.0,60.36,12,45,15.75,2015-12-19
67552,2015-12-19 16:00:00,11.22,72.5,1.68,290.4,0.0,22.81,12,0,16.0,2015-12-19
67553,2015-12-19 16:15:00,10.8,76.12,0.36,82.0,0.0,42.97,12,15,16.25,2015-12-19
67554,2015-12-19 16:30:00,10.6,75.26,0.56,262.8,0.0,21.12,12,30,16.5,2015-12-19
67555,2015-12-19 16:45:00,10.14,77.5,0.68,323.7,0.0,5.43,12,45,16.75,2015-12-19
67556,2015-12-19 17:00:00,9.6,80.7,0.56,168.1,0.0,0.0,12,0,17.0,2015-12-19
67557,2015-12-19 17:15:00,9.12,82.7,0.66,139.7,0.0,0.0,12,15,17.25,2015-12-19
67558,2015-12-19 17:30:00,8.7,83.8,0.88,271.5,0.0,0.0,12,30,17.5,2015-12-19
67559,2015-12-19 17:45:00,8.34,84.4,1.06,295.7,0.0,0.0,12,45,17.75,2015-12-19
67560,2015-12-19 18:00:00,8.6,84.3,1.26,298.4,0.0,0.0,12,0,18.0,2015-12-19
67561,2015-12-19 18:15:00,8.7,84.9,2.28,305.0,0.0,0.0,12,15,18.25,2015-12-19
67562,2015-12-19 18:30:00,8.3,84.7,2.94,308.0,0.0,0.0,12,30,18.5,2015-12-19
67563,2015-12-19 18:45:00,8.0,85.4,2.38,314.4,0.0,0.0,12,45,18.75,2015-12-19
67564,2015-12-19 19:00:00,7.5,86.4,1.98,314.4,0.0,0.0,12,0,19.0,2015-12-19
67565,2015-12-19 19:15:00,7.4,86.9,0.6,241.9,0.0,0.0,12,15,19.25,2015-12-19
67566,2015-12-19 19:30:00,6.9,87.5,0.74,172.7,0.0,0.0,12,30,19.5,2015-12-19
67567,2015-12-19 19:45:00,6.76,88.6,0.74,256.5,0.0,0.0,12,45,19.75,2015-12-19
67568,2015-12-19 20:00:00,6.36,88.6,0.92,295.5,0.0,0.0,12,0,20.0,2015-12-19
67569,2015-12-19 20:15:00,6.6,90.2,1.52,298.6,0.0,0.0,12,15,20.25,2015-12-19
67570,2015-12-19 20:30:00,5.9,89.5,0.98,69.79,0.0,0.0,12,30,20.5,2015-12-19
67571,2015-12-19 20:45:00,5.6,90.5,0.96,290.0,0.0,0.0,12,45,20.75,2015-12-19
67572,2015-12-19 21:00:00,5.84,91.1,1.1,290.4,0.0,0.0,12,0,21.0,2015-12-19
67573,2015-12-19 21:15:00,5.74,91.0,0.82,11.62,0.0,0.0,12,15,21.25,2015-12-19
67574,2015-12-19 21:30:00,5.2,90.7,1.14,320.9,0.0,0.0,12,30,21.5,2015-12-19
67575,2015-12-19 21:45:00,5.1,91.1,1.12,338.3,0.0,0.0,12,45,21.75,2015-12-19
67576,2015-12-19 22:00:00,4.8,91.1,0.32,177.1,0.0,0.0,12,0,22.0,2015-12-19
67577,2015-12-19 22:15:00,5.0,91.4,0.58,148.5,0.0,0.0,12,15,22.25,2015-12-19
67578,2015-12-19 22:30:00,4.8,91.3,0.96,122.2,0.0,0.0,12,30,22.5,2015-12-19
67579,2015-12-19 22:45:00,4.6,91.3,0.44,186.0,0.0,0.0,12,45,22.75,2015-12-19
67580,2015-12-19 23:00:00,4.38,91.3,0.58,153.7,0.0,0.0,12,0,23.0,2015-12-19
67581,2015-12-19 23:15:00,4.0,91.3,0.82,191.9,0.0,0.0,12,15,23.25,2015-12-19
67582,2015-12-19 23:30:00,3.24,90.9,1.2,165.2,0.0,0.0,12,30,23.5,2015-12-19
67583,2015-12-19 23:45:00,2.8,91.1,2.24,292.2,0.0,0.0,12,45,23.75,2015-12-19
67584,2015-12-20 00:00:00,2.8,91.4,1.66,151.7,0.0,0.0,12,0,0.0,2015-12-20
67585,2015-12-20 00:15:00,2.1,91.3,1.54,189.6,0.0,0.0,12,15,0.25,2015-12-20
67586,2015-12-20 00:30:00,2.2,91.5,0.74,152.5,0.0,0.0,12,30,0.5,2015-12-20
67587,2015-12-20 00:45:00,1.7,91.3,0.32,109.3,0.0,0.0,12,45,0.75,2015-12-20
67588,2015-12-20 01:00:00,1.6,91.4,0.58,111.0,0.0,0.0,12,0,1.0,2015-12-20
67589,2015-12-20 01:15:00,2.0,91.6,1.0,132.8,0.0,0.0,12,15,1.25,2015-12-20
67590,2015-12-20 01:30:00,2.02,91.6,0.96,124.0,0.0,0.0,12,30,1.5,2015-12-20
67591,2015-12-20 01:45:00,1.9,91.7,0.22,125.0,0.0,0.0,12,45,1.75,2015-12-20
67592,2015-12-20 02:00:00,1.5,91.7,0.06,141.0,0.0,0.0,12,0,2.0,2015-12-20
67593,2015-12-20 02:15:00,1.56,91.8,0.0,0.0,0.0,0.0,12,15,2.25,2015-12-20
67594,2015-12-20 02:30:00,1.5,91.9,0.12,128.5,0.0,0.0,12,30,2.5,2015-12-20
67595,2015-12-20 02:45:00,1.48,91.9,0.76,131.8,0.0,0.0,12,45,2.75,2015-12-20
67596,2015-12-20 03:00:00,1.3,91.9,0.74,145.3,0.0,0.0,12,0,3.0,2015-12-20
67597,2015-12-20 03:15:00,0.9,91.8,0.98,224.6,0.0,0.0,12,15,3.25,2015-12-20
67598,2015-12-20 03:30:00,0.88,92.1,0.78,101.0,0.0,0.0,12,30,3.5,2015-12-20
67599,2015-12-20 03:45:00,1.0,92.1,0.62,109.1,0.0,0.0,12,45,3.75,2015-12-20
67600,2015-12-20 04:00:00,1.2,92.0,0.96,67.21,0.0,0.0,12,0,4.0,2015-12-20
67601,2015-12-20 04:15:00,1.2,91.9,1.2,70.55,0.0,0.0,12,15,4.25,2015-12-20
67602,2015-12-20 04:30:00,1.64,92.0,1.06,52.55,0.0,0.0,12,30,4.5,2015-12-20
67603,2015-12-20 04:45:00,2.42,92.0,0.54,119.2,0.0,0.0,12,45,4.75,2015-12-20
67604,2015-12-20 05:00:00,2.6,91.6,0.6,103.3,0.0,0.0,12,0,5.0,2015-12-20
67605,2015-12-20 05:15:00,3.02,91.4,1.08,123.9,0.0,0.0,12,15,5.25,2015-12-20
67606,2015-12-20 05:30:00,3.74,91.2,0.96,132.7,0.0,0.0,12,30,5.5,2015-12-20
67607,2015-12-20 05:45:00,4.6,90.7,1.22,133.3,0.0,0.0,12,45,5.75,2015-12-20
67608,2015-12-20 06:00:00,4.9,88.9,0.44,135.5,0.0,0.0,12,0,6.0,2015-12-20
67609,2015-12-20 06:15:00,4.92,88.1,0.72,143.3,0.0,0.0,12,15,6.25,2015-12-20
67610,2015-12-20 06:30:00,4.9,88.1,1.36,163.3,0.0,0.0,12,30,6.5,2015-12-20
67611,2015-12-20 06:45:00,4.94,88.3,1.7,163.7,0.0,0.0,12,45,6.75,2015-12-20
67612,2015-12-20 07:00:00,5.2,88.4,1.9,163.0,0.0,0.0,12,0,7.0,2015-12-20
67613,2015-12-20 07:15:00,5.3,84.7,1.52,119.9,0.0,0.0,12,15,7.25,2015-12-20
67614,2015-12-20 07:30:00,5.28,83.0,1.54,133.0,0.0,1.51,12,30,7.5,2015-12-20
67615,2015-12-20 07:45:00,5.4,83.3,1.2,120.4,0.0,5.51,12,45,7.75,2015-12-20
67616,2015-12-20 08:00:00,5.7,82.0,2.02,130.4,0.0,12.98,12,0,8.0,2015-12-20
67617,2015-12-20 08:15:00,5.9,83.1,1.32,126.7,0.0,17.37,12,15,8.25,2015-12-20
67618,2015-12-20 08:30:00,6.2,83.1,1.66,129.2,0.0,26.93,12,30,8.5,2015-12-20
67619,2015-12-20 08:45:00,6.4,83.2,1.62,134.6,0.0,65.2,12,45,8.75,2015-12-20
67620,2015-12-20 09:00:00,6.6,82.5,2.3,129.3,0.0,75.91,12,0,9.0,2015-12-20
67621,2015-12-20 09:15:00,6.9,82.1,1.0,128.2,0.0,67.15,12,15,9.25,2015-12-20
67622,2015-12-20 09:30:00,6.9,77.64,3.36,132.8,0.0,40.56,12,30,9.5,2015-12-20
67623,2015-12-20 09:45:00,6.9,74.62,2.8,137.4,0.0,43.26,12,45,9.75,2015-12-20
67624,2015-12-20 10:00:00,7.12,72.96,2.04,136.2,0.0,80.1,12,0,10.0,2015-12-20
67625,2015-12-20 10:15:00,7.6,69.16,1.92,125.6,0.0,92.6,12,15,10.25,2015-12-20
67626,2015-12-20 10:30:00,7.7,70.36,1.62,134.2,0.0,95.2,12,30,10.5,2015-12-20
67627,2015-12-20 10:45:00,7.8,71.64,1.54,126.4,0.0,117.6,12,45,10.75,2015-12-20
67628,2015-12-20 11:00:00,8.0,68.4,2.42,130.2,0.0,87.8,12,0,11.0,2015-12-20
67629,2015-12-20 11:15:00,8.1,70.32,1.68,141.4,0.0,135.1,12,15,11.25,2015-12-20
67630,2015-12-20 11:30:00,8.5,69.82,2.76,132.8,0.0,231.5,12,30,11.5,2015-12-20
67631,2015-12-20 11:45:00,9.02,67.02,2.06,138.9,0.0,358.2,12,45,11.75,2015-12-20
67632,2015-12-20 12:00:00,9.64,61.72,2.46,146.5,0.0,292.9,12,0,12.0,2015-12-20
67633,2015-12-20 12:15:00,9.7,59.32,1.98,141.7,0.0,212.1,12,15,12.25,2015-12-20
67634,2015-12-20 12:30:00,9.8,59.84,2.74,154.4,0.0,218.6,12,30,12.5,2015-12-20
67635,2015-12-20 12:45:00,10.5,58.52,2.38,148.0,0.0,279.1,12,45,12.75,2015-12-20
67636,2015-12-20 13:00:00,10.5,57.8,2.36,136.7,0.0,225.6,12,0,13.0,2015-12-20
67637,2015-12-20 13:15:00,10.64,55.18,1.24,160.5,0.0,223.8,12,15,13.25,2015-12-20
67638,2015-12-20 13:30:00,11.1,51.28,1.24,139.6,0.0,178.1,12,30,13.5,2015-12-20
67639,2015-12-20 13:45:00,11.2,47.0,2.62,136.8,0.0,248.4,12,45,13.75,2015-12-20
67640,2015-12-20 14:00:00,11.54,47.46,1.98,142.0,0.0,202.7,12,0,14.0,2015-12-20
67641,2015-12-20 14:15:00,11.4,46.98,3.52,146.7,0.0,177.0,12,15,14.25,2015-12-20
67642,2015-12-20 14:30:00,11.4,47.56,2.3,145.0,0.0,153.6,12,30,14.5,2015-12-20
67643,2015-12-20 14:45:00,11.2,47.68,2.74,143.8,0.0,94.9,12,45,14.75,2015-12-20
67644,2015-12-20 15:00:00,11.14,48.86,1.24,139.5,0.0,55.71,12,0,15.0,2015-12-20
67645,2015-12-20 15:15:00,11.1,50.08,2.2,152.6,0.0,70.9,12,15,15.25,2015-12-20
67646,2015-12-20 15:30:00,11.0,50.26,2.8,137.6,0.0,70.59,12,30,15.5,2015-12-20
67647,2015-12-20 15:45:00,11.24,44.5,3.3,176.8,0.0,76.03,12,45,15.75,2015-12-20
67648,2015-12-20 16:00:00,11.2,46.32,1.44,157.3,0.0,22.91,12,0,16.0,2015-12-20
67649,2015-12-20 16:15:00,11.0,48.86,3.02,144.8,0.0,14.38,12,15,16.25,2015-12-20
67650,2015-12-20 16:30:00,10.46,64.0,1.34,188.9,0.0,3.65,12,30,16.5,2015-12-20
67651,2015-12-20 16:45:00,9.8,67.54,1.18,209.6,0.0,1.54,12,45,16.75,2015-12-20
67652,2015-12-20 17:00:00,9.52,69.1,2.28,138.1,0.0,0.0,12,0,17.0,2015-12-20
67653,2015-12-20 17:15:00,9.56,68.68,1.76,150.2,0.0,0.0,12,15,17.25,2015-12-20
67654,2015-12-20 17:30:00,9.8,66.1,1.84,163.0,0.03,0.0,12,30,17.5,2015-12-20
67655,2015-12-20 17:45:00,9.8,66.9,1.8,139.6,0.0,0.0,12,45,17.75,2015-12-20
67656,2015-12-20 18:00:00,10.0,64.68,2.7,154.2,0.0,0.0,12,0,18.0,2015-12-20
67657,2015-12-20 18:15:00,9.9,64.22,2.94,153.6,0.0,0.0,12,15,18.25,2015-12-20
67658,2015-12-20 18:30:00,10.0,61.56,2.42,134.0,0.0,0.0,12,30,18.5,2015-12-20
67659,2015-12-20 18:45:00,9.9,60.76,2.9,154.0,0.0,0.0,12,45,18.75,2015-12-20
67660,2015-12-20 19:00:00,10.0,59.24,2.48,161.8,0.0,0.0,12,0,19.0,2015-12-20
67661,2015-12-20 19:15:00,10.0,58.62,3.46,137.8,0.03,0.0,12,15,19.25,2015-12-20
67662,2015-12-20 19:30:00,9.52,64.94,2.9,147.0,0.0,0.0,12,30,19.5,2015-12-20
67663,2015-12-20 19:45:00,9.1,71.2,2.82,149.6,0.0,0.0,12,45,19.75,2015-12-20
67664,2015-12-20 20:00:00,8.4,78.24,2.92,139.2,0.03,0.0,12,0,20.0,2015-12-20
67665,2015-12-20 20:15:00,8.0,82.8,3.7,137.2,0.0,0.0,12,15,20.25,2015-12-20
67666,2015-12-20 20:30:00,7.9,84.1,3.02,129.0,0.0,0.0,12,30,20.5,2015-12-20
67667,2015-12-20 20:45:00,7.9,84.2,2.12,123.8,0.0,0.0,12,45,20.75,2015-12-20
67668,2015-12-20 21:00:00,7.9,84.3,2.28,153.9,0.0,0.0,12,0,21.0,2015-12-20
67669,2015-12-20 21:15:00,7.8,84.6,2.72,126.1,0.0,0.0,12,15,21.25,2015-12-20
67670,2015-12-20 21:30:00,7.9,84.6,3.76,135.6,0.03,0.0,12,30,21.5,2015-12-20
67671,2015-12-20 21:45:00,7.9,85.4,2.5,137.8,0.0,0.0,12,45,21.75,2015-12-20
67672,2015-12-20 22:00:00,7.8,86.3,2.9,137.7,0.0,0.0,12,0,22.0,2015-12-20
67673,2015-12-20 22:15:00,7.8,86.2,2.9,123.8,0.0,0.0,12,15,22.25,2015-12-20
67674,2015-12-20 22:30:00,7.84,86.2,2.7,134.2,0.0,0.0,12,30,22.5,2015-12-20
67675,2015-12-20 22:45:00,7.9,86.4,2.22,152.6,0.0,0.0,12,45,22.75,2015-12-20
67676,2015-12-20 23:00:00,7.9,87.0,2.82,145.6,0.03,0.0,12,0,23.0,2015-12-20
67677,2015-12-20 23:15:00,7.82,87.9,2.6,151.8,0.09,0.0,12,15,23.25,2015-12-20
67678,2015-12-20 23:30:00,7.9,88.1,3.54,134.4,0.0,0.0,12,30,23.5,2015-12-20
67679,2015-12-20 23:45:00,7.9,88.0,2.72,126.1,0.0,0.0,12,45,23.75,2015-12-20
67680,2015-12-21 00:00:00,7.9,88.0,1.94,121.2,0.09,0.0,12,0,0.0,2015-12-21
67681,2015-12-21 00:15:00,7.98,88.3,2.94,134.6,0.06,0.0,12,15,0.25,2015-12-21
67682,2015-12-21 00:30:00,8.06,87.8,2.82,140.2,0.0,0.0,12,30,0.5,2015-12-21
67683,2015-12-21 00:45:00,8.1,87.9,3.36,138.2,0.0,0.0,12,45,0.75,2015-12-21
67684,2015-12-21 01:00:00,8.0,88.5,2.94,139.1,0.0,0.0,12,0,1.0,2015-12-21
67685,2015-12-21 01:15:00,8.1,87.8,2.8,156.2,0.0,0.0,12,15,1.25,2015-12-21
67686,2015-12-21 01:30:00,8.2,86.9,3.2,144.7,0.0,0.0,12,30,1.5,2015-12-21
67687,2015-12-21 01:45:00,8.28,86.4,2.8,133.3,0.0,0.0,12,45,1.75,2015-12-21
67688,2015-12-21 02:00:00,8.28,86.4,3.72,133.4,0.0,0.0,12,0,2.0,2015-12-21
67689,2015-12-21 02:15:00,8.2,87.3,2.72,134.6,0.0,0.0,12,15,2.25,2015-12-21
67690,2015-12-21 02:30:00,8.2,87.7,2.78,126.8,0.0,0.0,12,30,2.5,2015-12-21
67691,2015-12-21 02:45:00,8.1,88.2,2.74,132.0,0.0,0.0,12,45,2.75,2015-12-21
67692,2015-12-21 03:00:00,8.1,88.9,2.94,165.5,0.0,0.0,12,0,3.0,2015-12-21
67693,2015-12-21 03:15:00,8.2,88.7,2.1,111.7,0.03,0.0,12,15,3.25,2015-12-21
67694,2015-12-21 03:30:00,8.2,89.0,3.28,123.3,0.06,0.0,12,30,3.5,2015-12-21
67695,2015-12-21 03:45:00,8.3,89.0,4.08,151.1,0.0,0.0,12,45,3.75,2015-12-21
67696,2015-12-21 04:00:00,8.4,89.1,2.92,146.6,0.0,0.0,12,0,4.0,2015-12-21
67697,2015-12-21 04:15:00,8.4,88.9,2.48,157.8,0.0,0.0,12,15,4.25,2015-12-21
67698,2015-12-21 04:30:00,8.4,89.1,3.06,148.3,0.0,0.0,12,30,4.5,2015-12-21
67699,2015-12-21 04:45:00,8.5,88.4,3.12,144.4,0.0,0.0,12,45,4.75,2015-12-21
67700,2015-12-21 05:00:00,8.4,88.3,2.5,121.0,0.0,0.0,12,0,5.0,2015-12-21
67701,2015-12-21 05:15:00,8.36,88.8,2.76,115.4,0.0,0.0,12,15,5.25,2015-12-21
67702,2015-12-21 05:30:00,8.4,88.7,2.48,78.91,0.0,0.0,12,30,5.5,2015-12-21
67703,2015-12-21 05:45:00,8.5,87.5,2.3,119.0,0.0,0.0,12,45,5.75,2015-12-21
67704,2015-12-21 06:00:00,8.5,87.1,2.0,124.0,0.0,0.0,12,0,6.0,2015-12-21
67705,2015-12-21 06:15:00,8.6,86.5,4.66,178.5,0.0,0.0,12,15,6.25,2015-12-21
67706,2015-12-21 06:30:00,8.6,86.2,2.82,132.0,0.0,0.0,12,30,6.5,2015-12-21
67707,2015-12-21 06:45:00,8.4,87.2,2.56,171.2,0.0,0.0,12,45,6.75,2015-12-21
67708,2015-12-21 07:00:00,8.2,86.5,4.66,148.6,0.0,0.0,12,0,7.0,2015-12-21
67709,2015-12-21 07:15:00,7.9,87.7,2.5,166.3,0.0,0.0,12,15,7.25,2015-12-21
67710,2015-12-21 07:30:00,7.9,88.1,2.78,147.0,0.03,0.79,12,30,7.5,2015-12-21
67711,2015-12-21 07:45:00,7.9,88.5,2.12,148.7,0.03,4.78,12,45,7.75,2015-12-21
67712,2015-12-21 08:00:00,7.96,88.5,2.4,155.8,0.0,5.34,12,0,8.0,2015-12-21
67713,2015-12-21 08:15:00,8.0,88.8,3.44,147.6,0.0,5.08,12,15,8.25,2015-12-21
67714,2015-12-21 08:30:00,8.0,89.2,3.38,136.9,0.0,7.75,12,30,8.5,2015-12-21
67715,2015-12-21 08:45:00,8.1,88.5,2.7,146.0,0.0,5.92,12,45,8.75,2015-12-21
67716,2015-12-21 09:00:00,8.2,88.2,2.88,148.4,0.0,13.28,12,0,9.0,2015-12-21
67717,2015-12-21 09:15:00,8.3,88.2,3.18,139.3,0.0,19.72,12,15,9.25,2015-12-21
67718,2015-12-21 09:30:00,8.5,87.1,3.9,154.0,0.0,18.26,12,30,9.5,2015-12-21
67719,2015-12-21 09:45:00,8.7,85.7,2.54,147.4,0.0,24.57,12,45,9.75,2015-12-21
67720,2015-12-21 10:00:00,8.8,84.6,1.5,149.4,0.0,27.21,12,0,10.0,2015-12-21
67721,2015-12-21 10:15:00,8.86,83.9,3.32,159.2,0.03,20.55,12,15,10.25,2015-12-21
67722,2015-12-21 10:30:00,8.9,83.8,3.98,144.6,0.06,33.83,12,30,10.5,2015-12-21
67723,2015-12-21 10:45:00,8.8,85.4,3.22,138.2,0.0,29.39,12,45,10.75,2015-12-21
67724,2015-12-21 11:00:00,9.0,83.7,4.76,148.6,0.0,50.02,12,0,11.0,2015-12-21
67725,2015-12-21 11:15:00,9.2,83.7,3.82,154.4,0.0,32.79,12,15,11.25,2015-12-21
67726,2015-12-21 11:30:00,9.3,83.0,4.26,158.6,0.0,19.47,12,30,11.5,2015-12-21
67727,2015-12-21 11:45:00,9.1,84.7,4.18,151.5,0.0,24.93,12,45,11.75,2015-12-21
67728,2015-12-21 12:00:00,9.0,86.2,3.66,157.4,0.12,31.27,12,0,12.0,2015-12-21
67729,2015-12-21 12:15:00,9.08,85.9,2.28,167.6,0.0,21.01,12,15,12.25,2015-12-21
67730,2015-12-21 12:30:00,9.2,83.1,5.7,149.2,0.03,19.14,12,30,12.5,2015-12-21
67731,2015-12-21 12:45:00,9.1,83.7,1.48,145.9,0.0,31.2,12,45,12.75,2015-12-21
67732,2015-12-21 13:00:00,8.9,85.0,2.4,150.8,0.0,34.45,12,0,13.0,2015-12-21
67733,2015-12-21 13:15:00,9.1,86.5,3.06,142.9,0.0,28.77,12,15,13.25,2015-12-21
67734,2015-12-21 13:30:00,9.3,87.4,3.82,142.8,0.0,24.77,12,30,13.5,2015-12-21
67735,2015-12-21 13:45:00,9.5,86.2,2.96,144.5,0.0,41.9,12,45,13.75,2015-12-21
67736,2015-12-21 14:00:00,9.7,86.2,2.9,146.1,0.0,25.62,12,0,14.0,2015-12-21
67737,2015-12-21 14:15:00,9.8,86.2,3.66,159.8,0.06,22.14,12,15,14.25,2015-12-21
67738,2015-12-21 14:30:00,9.76,87.1,3.88,181.8,0.0,27.46,12,30,14.5,2015-12-21
67739,2015-12-21 14:45:00,9.5,87.4,3.72,175.4,0.03,28.51,12,45,14.75,2015-12-21
67740,2015-12-21 15:00:00,9.5,87.9,2.26,154.4,0.0,22.05,12,0,15.0,2015-12-21
67741,2015-12-21 15:15:00,9.7,88.1,4.16,178.8,0.0,14.46,12,15,15.25,2015-12-21
67742,2015-12-21 15:30:00,9.7,88.2,2.46,152.2,0.03,12.77,12,30,15.5,2015-12-21
67743,2015-12-21 15:45:00,9.8,87.7,2.24,164.4,0.06,6.89,12,45,15.75,2015-12-21
67744,2015-12-21 16:00:00,9.8,88.7,3.78,165.1,0.12,4.3,12,0,16.0,2015-12-21
67745,2015-12-21 16:15:00,9.8,89.2,2.68,146.4,0.12,2.9,12,15,16.25,2015-12-21
67746,2015-12-21 16:30:00,9.8,89.3,2.46,157.8,0.12,1.64,12,30,16.5,2015-12-21
67747,2015-12-21 16:45:00,9.8,89.2,1.66,174.7,0.06,0.0,12,45,16.75,2015-12-21
67748,2015-12-21 17:00:00,9.8,89.1,2.84,180.4,0.0,0.0,12,0,17.0,2015-12-21
67749,2015-12-21 17:15:00,9.9,88.6,2.66,153.1,0.0,0.0,12,15,17.25,2015-12-21
67750,2015-12-21 17:30:00,9.9,88.7,3.26,161.9,0.0,0.0,12,30,17.5,2015-12-21
67751,2015-12-21 17:45:00,9.8,88.8,2.38,160.9,0.0,0.0,12,45,17.75,2015-12-21
67752,2015-12-21 18:00:00,9.8,89.2,3.04,184.9,0.03,0.0,12,0,18.0,2015-12-21
67753,2015-12-21 18:15:00,9.8,90.0,2.88,156.6,0.0,0.0,12,15,18.25,2015-12-21
67754,2015-12-21 18:30:00,10.0,90.5,2.68,166.1,0.0,0.0,12,30,18.5,2015-12-21
67755,2015-12-21 18:45:00,10.1,90.4,3.14,159.0,0.0,0.0,12,45,18.75,2015-12-21
67756,2015-12-21 19:00:00,10.0,90.2,3.1,125.4,0.0,0.0,12,0,19.0,2015-12-21
67757,2015-12-21 19:15:00,10.02,90.1,3.24,151.0,0.0,0.0,12,15,19.25,2015-12-21
67758,2015-12-21 19:30:00,9.92,89.8,2.94,178.0,0.0,0.0,12,30,19.5,2015-12-21
67759,2015-12-21 19:45:00,9.86,89.9,1.92,145.4,0.15,0.0,12,45,19.75,2015-12-21
